Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq Contour (Hz)	Agg Entropy (bits)	Peak Freq (Hz)	IQR BW (Hz)	Unit Type	Contour	Description
29	Spectrogram 1	1	176.911366420	181.070784533	174.3	719.8	4.159	406.2;203.1;203.1;453.1;453.1;453.1;453.1;453.1;453.1;453.1;453.1;445.3;445.3;453.1;453.1;445.3;445.3;445.3;445.3;453.1;453.1;453.1;453.1;460.9;460.9;460.9;453.1;453.1;453.1;453.1;453.1;453.1;453.1;453.1;460.9;226.6;453.1;453.1;445.3;445.3;445.3;445.3;218.8;445.3;437.5;437.5;437.5;437.5;437.5;429.7;421.9;429.7;429.7;429.7;429.7;429.7;437.5;210.9;429.7;429.7;429.7;429.7;429.7;421.9;421.9;421.9;414.1;414.1;414.1;414.1;414.1;406.2;406.2;406.2;406.2;406.2;421.9;398.4;406.2;406.2;414.1;414.1;406.2;406.2;429.7;203.1;195.3	4.216	414.1	39.1	G	1	modulated moan
31	Spectrogram 1	1	192.799498207	197.038905130	191.2	483.6	4.239	460.9;468.8;468.8;460.9;460.9;468.8;468.8;468.8;468.8;468.8;468.8;468.8;460.9;460.9;460.9;460.9;460.9;460.9;453.1;453.1;453.1;453.1;460.9;460.9;453.1;453.1;226.6;226.6;437.5;437.5;437.5;445.3;445.3;445.3;437.5;437.5;437.5;437.5;437.5;445.3;445.3;445.3;445.3;226.6;218.8;226.6;226.6;218.8;218.8;226.6;218.8;218.8;218.8;445.3;445.3;445.3;218.8;218.8;437.5;437.5;437.5;437.5;218.8;429.7;429.7;218.8;218.8;437.5;437.5;437.5;437.5;437.5;429.7;429.7;429.7;429.7;218.8;218.8;437.5;429.7;210.9;437.5;437.5;437.5;218.8;375.0;429.7;429.7;429.7	3.533	429.7	218.8	G	1	modulated moan
23	Spectrogram 1	1	132.430658479	136.670065402	213.7	590.4	4.239	484.4;234.4;492.2;492.2;492.2;484.4;484.4;484.4;242.2;242.2;523.4;515.6;515.6;484.4;515.6;515.6;546.9;257.8;546.9;546.9;257.8;257.8;546.9;546.9;539.1;546.9;273.4;539.1;539.1;265.6;531.2;265.6;507.8;507.8;257.8;257.8;250.0;250.0;492.2;250.0;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;250.0;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;234.4;242.2;242.2;242.2;242.2;476.6;390.6;484.4;484.4;484.4;484.4;492.2;492.2;335.9	3.440	242.2	226.6	G	1	cry
25	Spectrogram 1	1	146.279493330	150.598889062	208.1	747.9	4.319	250.0;484.4;523.4;523.4;515.6;507.8;257.8;257.8;515.6;250.0;250.0;242.2;242.2;468.8;468.8;468.8;453.1;468.8;453.1;453.1;476.6;476.6;476.6;242.2;242.2;242.2;242.2;476.6;476.6;484.4;484.4;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;250.0;250.0;250.0;250.0;250.0;492.2;492.2;492.2;492.2;492.2;484.4;242.2;242.2;242.2;242.2;242.2;242.2;242.2;242.2;484.4;484.4;484.4;484.4;500.0;242.2;242.2;242.2;250.0;257.8;492.2;484.4;484.4;242.2;484.4;492.2;492.2;492.2;492.2;500.0;242.2;242.2;242.2;242.2;382.8;484.4;484.4;703.1;703.1;484.4	4.076	242.2	242.2	G	1	modulated moan
27	Spectrogram 1	1	160.954016569	165.473384326	185.6	494.8	4.519	312.5;453.1;460.9;460.9;460.9;460.9;460.9;468.8;460.9;460.9;468.8;468.8;468.8;468.8;468.8;468.8;468.8;460.9;460.9;453.1;453.1;453.1;460.9;234.4;234.4;226.6;453.1;453.1;453.1;226.6;226.6;226.6;234.4;234.4;226.6;226.6;226.6;226.6;226.6;226.6;226.6;226.6;218.8;218.8;445.3;445.3;437.5;437.5;445.3;445.3;445.3;437.5;218.8;218.8;218.8;218.8;226.6;226.6;226.6;226.6;445.3;445.3;226.6;226.6;234.4;226.6;226.6;226.6;234.4;234.4;234.4;234.4;234.4;242.2;468.8;468.8;234.4;234.4;234.4;242.2;234.4;234.4;234.4;234.4;234.4;226.6;226.6;234.4;234.4;226.6;226.6;226.6;234.4;460.9;226.6;226.6	3.454	218.8	210.9	G	1	modulated moan
51	Spectrogram 1	1	249.440258710	253.959626467	719.8	1574.5	4.519	1367.2;1093.8;781.2;781.2;992.2;773.4;1554.7;773.4;773.4;773.4;773.4;773.4;773.4;906.2;828.1;828.1;765.6;765.6;765.6;765.6;765.6;765.6;765.6;765.6;765.6;1539.1;1539.1;1539.1;1546.9;1539.1;1539.1;1546.9;1546.9;773.4;1546.9;1539.1;1539.1;773.4;1546.9;1546.9;765.6;1539.1;1539.1;945.3;945.3;765.6;781.2;781.2;757.8;757.8;765.6;773.4;1062.5;789.1;789.1;1117.2;1398.4;734.4;734.4;781.2;773.4;773.4;1546.9;1546.9;773.4;1539.1;757.8;757.8;757.8;757.8;765.6;757.8;1523.4;1523.4;765.6;765.6;765.6;765.6;765.6;765.6;765.6;765.6;1531.2;1539.1;765.6;765.6;765.6;765.6;765.6;757.8;757.8;937.5;937.5;765.6;765.6	6.033	765.6	656.2	I	1	modulated cry
154	Spectrogram 1	1	599.810853705	604.350218664	560.6	942.3	4.539	632.8;929.7;671.9;671.9;718.8;734.4;734.4;625.0;625.0;773.4;773.4;843.8;843.8;593.8;929.7;843.8;843.8;765.6;765.6;914.1;726.6;726.6;625.0;718.8;718.8;570.3;664.1;664.1;664.1;781.2;765.6;742.2;734.4;734.4;742.2;742.2;570.3;570.3;734.4;734.4;656.2;742.2;742.2;742.2;742.2;750.0;750.0;750.0;820.3;796.9;742.2;742.2;742.2;742.2;882.8;882.8;734.4;734.4;789.1;710.9;710.9;656.2;742.2;742.2;765.6;765.6;820.3;632.8;632.8;757.8;773.4;773.4;648.4;726.6;726.6;601.6;734.4;734.4;703.1;703.1;703.1;640.6;640.6;609.4;609.4;664.1;664.1;734.4;734.4;859.4;859.4;734.4;734.4;734.4;796.9;796.9	5.542	734.4	148.4	J	1	wops
35	Spectrogram 1	1	224.665186224	229.344531600	163.1	478.0	4.679	226.6;226.6;296.9;218.8;210.9;218.8;218.8;218.8;218.8;445.3;445.3;445.3;445.3;437.5;437.5;437.5;437.5;437.5;437.5;437.5;429.7;429.7;414.1;414.1;414.1;414.1;429.7;429.7;429.7;429.7;429.7;421.9;414.1;414.1;414.1;406.2;406.2;406.2;414.1;414.1;414.1;406.2;406.2;406.2;398.4;398.4;398.4;398.4;398.4;398.4;398.4;390.6;390.6;398.4;390.6;390.6;390.6;390.6;390.6;390.6;390.6;390.6;390.6;390.6;195.3;195.3;382.8;382.8;382.8;382.8;382.8;382.8;382.8;382.8;382.8;382.8;382.8;382.8;375.0;375.0;375.0;375.0;375.0;375.0;375.0;367.2;367.2;367.2;367.2;375.0;382.8;375.0;375.0;367.2;375.0;375.0;179.7;390.6;367.2	3.752	382.8	31.2	G	1	modulated moan
49	Spectrogram 1	1	240.736507663	245.415853039	179.9	719.8	4.679	632.8;203.1;195.3;195.3;195.3;195.3;195.3;226.6;226.6;468.8;468.8;476.6;476.6;476.6;476.6;234.4;234.4;234.4;679.7;234.4;460.9;460.9;234.4;234.4;453.1;453.1;453.1;460.9;234.4;234.4;453.1;453.1;453.1;453.1;460.9;226.6;234.4;234.4;234.4;234.4;468.8;468.8;468.8;234.4;234.4;234.4;234.4;460.9;468.8;468.8;460.9;460.9;226.6;234.4;234.4;234.4;460.9;460.9;460.9;468.8;468.8;460.9;460.9;460.9;226.6;234.4;234.4;234.4;460.9;460.9;460.9;460.9;226.6;226.6;234.4;234.4;234.4;476.6;468.8;468.8;242.2;242.2;234.4;234.4;234.4;234.4;234.4;242.2;234.4;468.8;468.8;234.4;234.4;476.6;234.4;234.4;242.2;234.4;234.4	3.995	460.9	226.6	G	1	modulated moan
120	Spectrogram 1	1	478.870146994	483.809456002	75.5	405.6	4.939	289.1;296.9;296.9;140.6;140.6;296.9;296.9;296.9;140.6;234.4;359.4;359.4;218.8;375.0;304.7;187.5;375.0;375.0;187.5;187.5;187.5;187.5;367.2;367.2;226.6;226.6;257.8;281.2;257.8;265.6;265.6;320.3;265.6;265.6;273.4;289.1;117.2;117.2;148.4;125.0;125.0;125.0;132.8;328.1;328.1;132.8;125.0;125.0;117.2;125.0;125.0;117.2;164.1;132.8;273.4;273.4;265.6;304.7;304.7;265.6;257.8;257.8;273.4;117.2;117.2;273.4;78.1;78.1;265.6;265.6;250.0;250.0;281.2;109.4;257.8;257.8;117.2;117.2;109.4;101.6;101.6;101.6;257.8;234.4;304.7;304.7;109.4;109.4;250.0;250.0;109.4;109.4;109.4;109.4;343.8;343.8;312.5;312.5;375.0;351.6;351.6;351.6;335.9;351.6;382.8	5.126	304.7	132.8	O	0	grunts
33	Spectrogram 1	1	208.131132013	213.410393463	185.6	506.1	5.279	218.8;218.8;218.8;210.9;218.8;218.8;218.8;218.8;218.8;218.8;460.9;226.6;226.6;226.6;453.1;445.3;453.1;453.1;445.3;445.3;453.1;453.1;445.3;445.3;445.3;437.5;437.5;445.3;445.3;437.5;437.5;437.5;437.5;445.3;445.3;445.3;445.3;445.3;445.3;445.3;226.6;218.8;218.8;226.6;226.6;226.6;453.1;453.1;445.3;445.3;445.3;453.1;453.1;453.1;453.1;226.6;226.6;226.6;226.6;445.3;437.5;437.5;218.8;218.8;226.6;226.6;445.3;226.6;226.6;226.6;460.9;460.9;226.6;460.9;226.6;234.4;234.4;234.4;234.4;242.2;242.2;476.6;476.6;476.6;242.2;242.2;476.6;476.6;468.8;476.6;460.9;460.9;460.9;460.9;460.9;476.6;234.4;453.1;453.1;453.1;460.9;460.9;453.1;453.1;445.3;445.3;445.3;453.1;429.7;429.7;328.1	3.890	226.6	226.6	G	1	modulated moan
135	Spectrogram 1	1	538.117358385	544.056527516	127.2	397.6	5.939	164.1;164.1;164.1;359.4;359.4;179.7;343.8;343.8;359.4;359.4;359.4;359.4;367.2;289.1;289.1;289.1;367.2;367.2;179.7;179.7;171.9;179.7;179.7;171.9;179.7;179.7;343.8;218.8;328.1;328.1;312.5;328.1;328.1;164.1;164.1;156.2;328.1;320.3;335.9;335.9;226.6;226.6;179.7;375.0;164.1;375.0;375.0;164.1;164.1;328.1;359.4;390.6;375.0;375.0;257.8;390.6;335.9;335.9;343.8;343.8;351.6;351.6;351.6;343.8;343.8;351.6;335.9;375.0;375.0;367.2;367.2;179.7;179.7;179.7;179.7;359.4;367.2;335.9;335.9;304.7;304.7;296.9;312.5;312.5;296.9;296.9;304.7;335.9;312.5;312.5;148.4;281.2;304.7;304.7;312.5;312.5;328.1;289.1;289.1;335.9;312.5;328.1;328.1;390.6;359.4;359.4;312.5;328.1;328.1;320.3;328.1;328.1;328.1;281.2;281.2;335.9;179.7;179.7;351.6;351.6;171.9;335.9;335.9;343.8;351.6;351.6	4.815	312.5	117.2	O	0	grunts
